"id","youtubeUrl","status","percent","startedAt","finishedAt","transcriptPath","bulletPath","summaryPath","sceneFactsPath","whisperModel","asrDevice","vlDevice","vlModel","sceneThresh","enableOcr","frames","bulletCount","transcriptWord","summaryWord","timeDownloadSec","timeSpeechtoTextSec","timeCaptionImageSec","timeSummarizeSec","timeTotal","durationSec","errorMessage","keyword","userId","whisperTemp"
"45eb291b-1ac0-4766-adc8-8354f02cefb3","https://youtu.be/dF6vN4fhjTo?si=U69pnlN_m12GVzw1","DONE","100","2026-01-09 12:41:52.433","2026-01-09 12:44:52.876","/app/outputs/6/45eb291b-1ac0-4766-adc8-8354f02cefb3/transcription.txt","/app/outputs/6/45eb291b-1ac0-4766-adc8-8354f02cefb3/dropdown_list.txt","/app/outputs/6/45eb291b-1ac0-4766-adc8-8354f02cefb3/summary.txt","/app/outputs/6/45eb291b-1ac0-4766-adc8-8354f02cefb3/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","678","123","9.76","136.67","20.49","10.64","177.57","568.66",,"สถานการณ์ไร้กฎหมาย","6","0.6"
"7184e150-bd39-4afa-bc8c-9491dc0bd7c8","https://youtu.be/fBIA-fLv-Og?si=_CG-AZTQ8caM3m7L","DONE","100","2026-01-09 12:38:10.885","2026-01-09 12:41:49.047","/app/outputs/6/7184e150-bd39-4afa-bc8c-9491dc0bd7c8/transcription.txt","/app/outputs/6/7184e150-bd39-4afa-bc8c-9491dc0bd7c8/dropdown_list.txt","/app/outputs/6/7184e150-bd39-4afa-bc8c-9491dc0bd7c8/summary.txt","/app/outputs/6/7184e150-bd39-4afa-bc8c-9491dc0bd7c8/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","6","1","983","163","14.04","151.9","37.48","11.79","215.21","574.02",,"ออกกำลังกาย","6","0.6"
"2a854c9e-9654-4689-825a-9a3ec2baa04b","https://youtu.be/Um3sXrKvUpM?si=U_40qW7tCqumB6Ml","DONE","100","2026-01-09 12:35:27.211","2026-01-09 12:38:08.22","/app/outputs/6/2a854c9e-9654-4689-825a-9a3ec2baa04b/transcription.txt","/app/outputs/6/2a854c9e-9654-4689-825a-9a3ec2baa04b/dropdown_list.txt","/app/outputs/6/2a854c9e-9654-4689-825a-9a3ec2baa04b/summary.txt","/app/outputs/6/2a854c9e-9654-4689-825a-9a3ec2baa04b/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","1","1","652","206","12.69","97.67","39.18","9.07","158.62","345.28",,"วอร์ม่าร่างกาย","6","0.6"
"32e3d2c5-57b6-4961-8c64-566ef57b2e7c","https://youtu.be/IzonmedVyAU?si=eVM3PYSt68JTME5Q","DONE","100","2026-01-09 12:33:06.405","2026-01-09 12:35:25.865","/app/outputs/6/32e3d2c5-57b6-4961-8c64-566ef57b2e7c/transcription.txt","/app/outputs/6/32e3d2c5-57b6-4961-8c64-566ef57b2e7c/dropdown_list.txt","/app/outputs/6/32e3d2c5-57b6-4961-8c64-566ef57b2e7c/summary.txt","/app/outputs/6/32e3d2c5-57b6-4961-8c64-566ef57b2e7c/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","313","71","11.87","100.4","15.29","9.27","136.83","320.85",,"ภัติดมันตรงนี้","6","0.6"
"587b51fc-e8b4-4c4f-943e-06bca566b595","https://youtu.be/Zu8NoDWyZdI?si=HkPQMoITk4bMuGSH","DONE","100","2026-01-09 12:31:00.533","2026-01-09 12:33:04.513","/app/outputs/6/587b51fc-e8b4-4c4f-943e-06bca566b595/transcription.txt","/app/outputs/6/587b51fc-e8b4-4c4f-943e-06bca566b595/dropdown_list.txt","/app/outputs/6/587b51fc-e8b4-4c4f-943e-06bca566b595/summary.txt","/app/outputs/6/587b51fc-e8b4-4c4f-943e-06bca566b595/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","445","105","18.52","75.03","17.38","10.09","121.04","299.14",,"ฝึกกำลังกาย","6","0.6"
"9be3a6eb-7a62-44bb-a06e-10c45d452d81","https://youtu.be/3kvlX5RDuaE?si=AanN_iO4cFGyrWxr","DONE","100","2026-01-09 12:18:34.352","2026-01-09 12:30:56.804","/app/outputs/6/9be3a6eb-7a62-44bb-a06e-10c45d452d81/transcription.txt","/app/outputs/6/9be3a6eb-7a62-44bb-a06e-10c45d452d81/dropdown_list.txt","/app/outputs/6/9be3a6eb-7a62-44bb-a06e-10c45d452d81/summary.txt","/app/outputs/6/9be3a6eb-7a62-44bb-a06e-10c45d452d81/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","2","1","5850","174","17.56","677.15","31.44","13.63","739.81","1501.56",,"คารลา","6","0.6"
"1e43c185-8c7e-472a-b5e2-050629625f3e","https://youtu.be/8_ZQQ0WsoS0?si=ZB5BG7xBNv0MwUk2","DONE","100","2026-01-09 12:05:46.387","2026-01-09 12:18:32.94","/app/outputs/6/1e43c185-8c7e-472a-b5e2-050629625f3e/transcription.txt","/app/outputs/6/1e43c185-8c7e-472a-b5e2-050629625f3e/dropdown_list.txt","/app/outputs/6/1e43c185-8c7e-472a-b5e2-050629625f3e/summary.txt","/app/outputs/6/1e43c185-8c7e-472a-b5e2-050629625f3e/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","4","1","6245","55","12.23","701.05","33.83","16.58","763.75","1532.12",,"ข่าว","6","0.6"
"48fbbdc6-95c6-4ac3-b4f8-795eb9f435dd","https://youtu.be/ITWmF9yMwEc?si=Ia6qdnuAwxdifTp4","DONE","100","2026-01-09 11:53:35.356","2026-01-09 12:05:42.194","/app/outputs/6/48fbbdc6-95c6-4ac3-b4f8-795eb9f435dd/transcription.txt","/app/outputs/6/48fbbdc6-95c6-4ac3-b4f8-795eb9f435dd/dropdown_list.txt","/app/outputs/6/48fbbdc6-95c6-4ac3-b4f8-795eb9f435dd/summary.txt","/app/outputs/6/48fbbdc6-95c6-4ac3-b4f8-795eb9f435dd/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","2","1","5628","300","17.8","655.97","33.44","16.63","723.88","1453.34",,"ห้ำลงไปเหยียบพื้นดิน","6","0.6"
"678c3aae-3035-40f8-ad8d-f4c8de935170","https://youtu.be/EA0Oh2pym3c?si=NAuJrYTUVFIqrLlI","DONE","100","2026-01-09 11:44:07.695","2026-01-09 11:53:33.746","/app/outputs/6/678c3aae-3035-40f8-ad8d-f4c8de935170/transcription.txt","/app/outputs/6/678c3aae-3035-40f8-ad8d-f4c8de935170/dropdown_list.txt","/app/outputs/6/678c3aae-3035-40f8-ad8d-f4c8de935170/summary.txt","/app/outputs/6/678c3aae-3035-40f8-ad8d-f4c8de935170/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","2","1","4174","383","11.12","511.23","24.17","16.85","563.39","1160.21",,"ทะเลน","6","0.6"
"d2a2d73d-de6c-46d4-8f9c-bd07047ba242","https://youtu.be/71MqihoHG3s?si=PLIlQnJkJeADK79x","DONE","100","2026-01-09 11:31:15.904","2026-01-09 11:44:05.752","/app/outputs/6/d2a2d73d-de6c-46d4-8f9c-bd07047ba242/transcription.txt","/app/outputs/6/d2a2d73d-de6c-46d4-8f9c-bd07047ba242/dropdown_list.txt","/app/outputs/6/d2a2d73d-de6c-46d4-8f9c-bd07047ba242/summary.txt","/app/outputs/6/d2a2d73d-de6c-46d4-8f9c-bd07047ba242/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","66","1","4610","194","11.75","538.29","196.59","20.25","766.91","1190.35",,"สแตนลีย์","6","0.6"
"b30ae903-d44b-43f8-bd99-7e355f36028b","https://youtu.be/aD46UG-IZRY?si=LcE_Yuhm7rdn79WC","DONE","100","2026-01-09 11:19:25.379","2026-01-09 11:31:12.657","/app/outputs/6/b30ae903-d44b-43f8-bd99-7e355f36028b/transcription.txt","/app/outputs/6/b30ae903-d44b-43f8-bd99-7e355f36028b/dropdown_list.txt","/app/outputs/6/b30ae903-d44b-43f8-bd99-7e355f36028b/summary.txt","/app/outputs/6/b30ae903-d44b-43f8-bd99-7e355f36028b/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","41","1","4530","206","11.48","539.25","133.61","16.72","701.07","1175.95",,"สตอสิ","6","0.6"
"731424b2-1eaf-4c8f-af7c-d6dffc64e09c","https://youtu.be/gjEaQQWquUE?si=gRl_4c-vvkyJeJZj","DONE","100","2026-01-09 11:11:21.628","2026-01-09 11:19:23.917","/app/outputs/6/731424b2-1eaf-4c8f-af7c-d6dffc64e09c/transcription.txt","/app/outputs/6/731424b2-1eaf-4c8f-af7c-d6dffc64e09c/dropdown_list.txt","/app/outputs/6/731424b2-1eaf-4c8f-af7c-d6dffc64e09c/summary.txt","/app/outputs/6/731424b2-1eaf-4c8f-af7c-d6dffc64e09c/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","5","1","3760","419","9.42","421.57","32.82","15.8","479.63","895.69",,"รัฐบ้านสหรัฐ","6","0.6"
"69a73cac-bd69-4e82-bb5a-9ec4f52f7f50","https://youtu.be/YU-7Bo1F6zY?si=n7pagc5R1w0TfWDL","DONE","100","2026-01-09 11:02:52.147","2026-01-09 11:11:20.499","/app/outputs/6/69a73cac-bd69-4e82-bb5a-9ec4f52f7f50/transcription.txt","/app/outputs/6/69a73cac-bd69-4e82-bb5a-9ec4f52f7f50/dropdown_list.txt","/app/outputs/6/69a73cac-bd69-4e82-bb5a-9ec4f52f7f50/summary.txt","/app/outputs/6/69a73cac-bd69-4e82-bb5a-9ec4f52f7f50/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","11","1","3615","246","11.18","429.14","50.86","14.52","505.71","952.23",,"Motardello","6","0.6"
"b6f00cbb-e44e-44c7-91a8-32b459d7a462","https://youtu.be/6NzCrsZ8eek?si=DYW3nVMhT6V6BduW","DONE","100","2026-01-09 10:52:54.505","2026-01-09 11:02:45.548","/app/outputs/6/b6f00cbb-e44e-44c7-91a8-32b459d7a462/transcription.txt","/app/outputs/6/b6f00cbb-e44e-44c7-91a8-32b459d7a462/dropdown_list.txt","/app/outputs/6/b6f00cbb-e44e-44c7-91a8-32b459d7a462/summary.txt","/app/outputs/6/b6f00cbb-e44e-44c7-91a8-32b459d7a462/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","50","1","3290","235","11.33","405.14","160.18","11.52","588.18","932.4",,"ฆาตกร","6","0.6"
"ca38f1d5-519e-4580-b052-23a619a823a4","https://youtu.be/UL6EvAPifLE?si=VeBcAvduClFDVLMo","DONE","100","2026-01-09 10:46:28.934","2026-01-09 10:52:51.031","/app/outputs/6/ca38f1d5-519e-4580-b052-23a619a823a4/transcription.txt","/app/outputs/6/ca38f1d5-519e-4580-b052-23a619a823a4/dropdown_list.txt","/app/outputs/6/ca38f1d5-519e-4580-b052-23a619a823a4/summary.txt","/app/outputs/6/ca38f1d5-519e-4580-b052-23a619a823a4/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","24","1","2564","335","12.09","270.83","81.19","15.27","379.4","565.64",,"ฟุตบอล","6","0.6"
"fb751b4f-9102-4c49-a54c-0dbcdac85f7b","https://youtu.be/J8OaC2nVSSM?si=B6tO3qhcBKfqqJ0X","DONE","100","2026-01-09 10:41:09.794","2026-01-09 10:46:25.516","/app/outputs/6/fb751b4f-9102-4c49-a54c-0dbcdac85f7b/transcription.txt","/app/outputs/6/fb751b4f-9102-4c49-a54c-0dbcdac85f7b/dropdown_list.txt","/app/outputs/6/fb751b4f-9102-4c49-a54c-0dbcdac85f7b/summary.txt","/app/outputs/6/fb751b4f-9102-4c49-a54c-0dbcdac85f7b/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","2","1","2330","548","8.45","263.92","25.84","14.83","313.05","589.35",,"รัก","6","0.6"
"9956b9b7-1aac-407e-a1e8-7af91dce94f9","https://youtu.be/dOERNGNJR0Y?si=_K9sckQWdddW5tx3","DONE","100","2026-01-09 10:32:22.455","2026-01-09 10:41:03.176","/app/outputs/6/9956b9b7-1aac-407e-a1e8-7af91dce94f9/transcription.txt","/app/outputs/6/9956b9b7-1aac-407e-a1e8-7af91dce94f9/dropdown_list.txt","/app/outputs/6/9956b9b7-1aac-407e-a1e8-7af91dce94f9/summary.txt","/app/outputs/6/9956b9b7-1aac-407e-a1e8-7af91dce94f9/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","58","1","2574","177","8.95","308.06","190.76","10.31","518.08","586.42",,"เจดี","6","0.6"
"f0120feb-d072-4955-85b3-707a37e7dfb0","https://www.youtube.com/watch?v=4pywhGHhQ3o","DONE","100","2026-01-09 10:27:46.113","2026-01-09 10:32:20.912","/app/outputs/6/f0120feb-d072-4955-85b3-707a37e7dfb0/transcription.txt","/app/outputs/6/f0120feb-d072-4955-85b3-707a37e7dfb0/dropdown_list.txt","/app/outputs/6/f0120feb-d072-4955-85b3-707a37e7dfb0/summary.txt","/app/outputs/6/f0120feb-d072-4955-85b3-707a37e7dfb0/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","27","1","1265","397","8.2","151.37","93.8","15.62","269.01","358.42",,"ปลาเนื้อขาว","6","0.6"
"9c686c20-920c-4498-81b4-e63bb76868bb","https://www.youtube.com/watch?v=tWLro9r001Q","DONE","100","2026-01-09 10:24:17.659","2026-01-09 10:27:43.833","/app/outputs/6/9c686c20-920c-4498-81b4-e63bb76868bb/transcription.txt","/app/outputs/6/9c686c20-920c-4498-81b4-e63bb76868bb/dropdown_list.txt","/app/outputs/6/9c686c20-920c-4498-81b4-e63bb76868bb/summary.txt","/app/outputs/6/9c686c20-920c-4498-81b4-e63bb76868bb/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","12","1","1088","161","11.6","134.98","48","8.92","203.51","271",,"เงินสด","6","0.6"
"a991803d-0675-49c5-a48d-f30c258c4dee","https://www.youtube.com/watch?v=plwc2zpR4U0","DONE","100","2026-01-09 10:21:26.829","2026-01-09 10:24:11.249","/app/outputs/6/a991803d-0675-49c5-a48d-f30c258c4dee/transcription.txt","/app/outputs/6/a991803d-0675-49c5-a48d-f30c258c4dee/dropdown_list.txt","/app/outputs/6/a991803d-0675-49c5-a48d-f30c258c4dee/summary.txt","/app/outputs/6/a991803d-0675-49c5-a48d-f30c258c4dee/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","967","372","9.11","119.55","15.28","17.85","161.8","330.91",,"สามก๊ก","6","0.6"
"37f67f38-1671-4562-b0e0-721c5a61a1bb","https://www.youtube.com/watch?v=WAEvka5Bi6s","DONE","100","2026-01-09 10:10:54.88","2026-01-09 10:21:24.836","/app/outputs/6/37f67f38-1671-4562-b0e0-721c5a61a1bb/transcription.txt","/app/outputs/6/37f67f38-1671-4562-b0e0-721c5a61a1bb/dropdown_list.txt","/app/outputs/6/37f67f38-1671-4562-b0e0-721c5a61a1bb/summary.txt","/app/outputs/6/37f67f38-1671-4562-b0e0-721c5a61a1bb/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","1","1","4689","356","16.49","570.53","26.22","14","627.27","1435.9",,"ยอมรับ","6","0.6"
"6094d792-e2a0-44ee-9954-9f49c382a064","https://www.youtube.com/watch?v=2pjLzZJIHww","DONE","100","2026-01-09 09:59:22.284","2026-01-09 10:10:51.486","/app/outputs/6/6094d792-e2a0-44ee-9954-9f49c382a064/transcription.txt","/app/outputs/6/6094d792-e2a0-44ee-9954-9f49c382a064/dropdown_list.txt","/app/outputs/6/6094d792-e2a0-44ee-9954-9f49c382a064/summary.txt","/app/outputs/6/6094d792-e2a0-44ee-9954-9f49c382a064/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","5","1","5268","328","14.69","623.45","33.38","14.89","686.44","1441.98",,"วินัย","6","0.6"
"9cb129d3-e144-46a4-b1d7-1792858ed557","https://www.youtube.com/watch?v=vMFeYaxU-7Y","DONE","100","2026-01-09 09:48:13.898","2026-01-09 09:59:20.671","/app/outputs/6/9cb129d3-e144-46a4-b1d7-1792858ed557/transcription.txt","/app/outputs/6/9cb129d3-e144-46a4-b1d7-1792858ed557/dropdown_list.txt","/app/outputs/6/9cb129d3-e144-46a4-b1d7-1792858ed557/summary.txt","/app/outputs/6/9cb129d3-e144-46a4-b1d7-1792858ed557/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","5080","413","14.77","614.6","21.39","13.31","664.09","1531.17",,"ผู้ชนะ","6","0.6"
"66dc807b-2486-434b-9887-caaf2812971b","https://www.youtube.com/watch?v=Cl64Uwlvns0","DONE","100","2026-01-09 09:38:31.75","2026-01-09 09:48:10.123","/app/outputs/6/66dc807b-2486-434b-9887-caaf2812971b/transcription.txt","/app/outputs/6/66dc807b-2486-434b-9887-caaf2812971b/dropdown_list.txt","/app/outputs/6/66dc807b-2486-434b-9887-caaf2812971b/summary.txt","/app/outputs/6/66dc807b-2486-434b-9887-caaf2812971b/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","4275","486","9.9","529.13","19.72","16.95","575.72","1157.84",,"เงียบ","6","0.6"
"189ed936-d6f3-442c-8f79-eb703db5ecdc","https://www.youtube.com/watch?v=f8d_06G0KMM","DONE","100","2026-01-09 09:28:15.401","2026-01-09 09:38:28.784","/app/outputs/6/189ed936-d6f3-442c-8f79-eb703db5ecdc/transcription.txt","/app/outputs/6/189ed936-d6f3-442c-8f79-eb703db5ecdc/dropdown_list.txt","/app/outputs/6/189ed936-d6f3-442c-8f79-eb703db5ecdc/summary.txt","/app/outputs/6/189ed936-d6f3-442c-8f79-eb703db5ecdc/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","4964","214","14.14","558.79","19.72","18.05","610.73","1166.04",,"ลงมือทำ","6","0.6"
"2d139394-51b3-4d24-b76e-7bc6bd788e4e","https://www.youtube.com/watch?v=4ddb-dG7WFs","DONE","100","2026-01-09 09:18:30.243","2026-01-09 09:28:13.288","/app/outputs/6/2d139394-51b3-4d24-b76e-7bc6bd788e4e/transcription.txt","/app/outputs/6/2d139394-51b3-4d24-b76e-7bc6bd788e4e/dropdown_list.txt","/app/outputs/6/2d139394-51b3-4d24-b76e-7bc6bd788e4e/summary.txt","/app/outputs/6/2d139394-51b3-4d24-b76e-7bc6bd788e4e/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","0","1","4671","430","11.12","532.96","22.72","13.24","580.09","1184.38",,"เข้าใจตนเอง","6","0.6"
"2c66759e-b5f4-4681-926e-fd771bbfc8f8","https://www.youtube.com/watch?v=WiSSe6h4C7g","DONE","100","2026-01-09 09:11:44.605","2026-01-09 09:18:26.515","/app/outputs/6/2c66759e-b5f4-4681-926e-fd771bbfc8f8/transcription.txt","/app/outputs/6/2c66759e-b5f4-4681-926e-fd771bbfc8f8/dropdown_list.txt","/app/outputs/6/2c66759e-b5f4-4681-926e-fd771bbfc8f8/summary.txt","/app/outputs/6/2c66759e-b5f4-4681-926e-fd771bbfc8f8/scene_facts.json","large-v3-turbo","cpu","cpu","microsoft/Florence-2-base","0.6","false","2","1","2966","451","9.64","347.34","25.01","17.22","399.23","912.38",,"ความมั่นใจในตัวเอง","6","0.6"
